passenger_id,full_name,age,gender,nationality,marital_status,occupation,class,ticket_number,ticket_price,cabin_deck,embarkation_port,travel_purpose,journey_duration_days,siblings_spouses,parents_children,family_size,is_alone,family_survival_rate,boarding_position,lifeboat_access,medical_condition,mobility_score,emergency_response_time,evacuation_priority,wealth_index,age_group,fare_per_person,family_risk_score,survival_probability,survived
T2-052746,Jennifer O'Connor,73.2,Female,USA,Divorced,Tourism,3,892669,123.32,G,Queenstown,Leisure,6,1,0,2,0,0.02,768,0.29,Asthma,45.8,29.2,High,0.3,Senior,61.66,0.87,0.5321,0
T2-052747,Wei Kim,28.6,Male,USA,Married,Tourism,2,498461,337.78,Unknown,Southampton,Family Visit,6,0,1,2,0,0.15,125,0.65,Asthma,74.0,4.3,Low,0.35,Adult,168.89,0.58,0.1607,0
T2-052748,Linda Anderson,69.3,Male,France,Single,Healthcare,2,149787,354.49,C,Southampton,Relocation,10,0,1,2,0,0.0,412,0.7,Unknown,64.7,41.6,Low,0.86,Senior,177.24,0.54,0.1443,0
T2-052749,Jennifer Smith,6.5,Non-Binary,UK,Single,Student,2,523605,596.81,D,Southampton,Business,13,1,0,2,0,0.82,895,0.62,Mild Chronic,85.8,17.4,High,1.29,Child,298.4,0.6,0.6522,1
T2-052750,Sofia O'Connor,34.3,Female,Brazil,Married,Tourism,3,318122,173.18,G,Southampton,Family Visit,13,0,0,1,1,0.03,197,0.11,Unknown,80.9,26.5,High,0.0,Adult,173.18,0.86,0.352,0
T2-052751,Yuki Ali,33.8,Female,USA,Single,Student,2,523340,287.6,D,New York,Relocation,3,4,0,5,0,0.24,812,0.61,Unknown,76.5,5.8,High,0.41,Adult,57.52,1.06,0.6613,0
T2-052752,Lars O'Connor,26.4,Male,USA,Married,Education,2,474901,467.31,E,Cherbourg,Family Visit,5,0,0,1,1,0.66,210,0.25,Unknown,85.5,9.7,Low,1.1,Adult,467.31,0.75,0.1088,0
T2-052753,William Müller,15.6,Female,China,Single,Student,3,587373,110.58,E,Southampton,Leisure,11,0,1,2,0,0.44,342,0.29,Unknown,97.3,44.6,High,0.39,Teen,55.29,0.87,0.2558,1
T2-052754,Mateo Ali,25.0,Male,France,Married,Unknown,3,188800,171.23,F,Southampton,Business,3,1,1,3,0,0.82,38,0.24,Mild Chronic,84.1,9.7,Low,-0.25,Adult,57.08,1.06,0.1368,0
T2-052755,Jessica Ali,34.7,Male,Germany,Married,Student,2,762281,492.6,E,Southampton,Business,13,0,0,1,1,0.79,620,0.53,Unknown,87.4,6.4,Low,0.95,Adult,492.6,0.53,0.2285,0
T2-052756,Aarav Wilson,55.9,Male,USA,Single,Unknown,3,618485,196.83,F,New York,Leisure,3,0,1,2,0,0.51,315,0.3,Unknown,71.9,43.0,Low,0.19,Middle_Aged,98.42,0.86,0.1421,0
T2-052757,Sofia Brown,29.6,Female,India,Married,Student,1,733140,1190.81,B,Southampton,Business,13,0,1,2,0,0.15,682,0.76,Unknown,90.6,9.3,High,3.47,Adult,595.4,0.49,0.6886,0
T2-052758,Michael Hernandez,15.2,Female,UK,Single,Student,1,160579,1330.11,Unknown,Southampton,Relocation,3,1,1,3,0,0.58,980,0.75,Unknown,92.5,20.1,High,4.42,Teen,443.37,0.65,0.6494,0
T2-052759,Linda Chen,17.1,Female,France,Single,Student,3,508841,104.72,E,Southampton,Business,12,0,0,1,1,0.31,991,0.56,Unknown,91.6,52.9,High,-0.09,Teen,104.72,0.5,0.1003,1
T2-052760,Yuki Anderson,16.8,Male,France,Single,Student,3,726502,151.83,Unknown,Southampton,Leisure,13,1,1,3,0,0.76,856,0.38,Mild Chronic,86.1,7.9,Low,0.2,Teen,50.61,0.95,0.0697,0
T2-052761,Sofia Jones,32.9,Female,USA,Married,Healthcare,3,640686,167.99,E,Queenstown,Leisure,7,1,1,3,0,0.13,503,0.76,Unknown,76.2,24.2,High,0.05,Adult,56.0,0.64,0.6143,1
T2-052762,James O'Connor,27.9,Female,USA,Single,Business,1,377483,2040.39,D,Southampton,Relocation,3,2,0,3,0,0.4,302,0.56,Unknown,79.5,13.6,High,5.74,Adult,680.13,0.8,0.7237,1
T2-052763,Richard Jones,74.2,Male,France,Married,Laborer,2,621287,396.07,C,Southampton,Family Visit,8,1,1,3,0,0.01,125,0.83,Mobility Impaired,6.5,9.0,Low,0.92,Senior,132.02,0.59,0.3407,0
T2-052764,James Kim,21.2,Female,USA,Single,Tourism,1,924439,798.31,D,Cherbourg,Business,8,2,0,3,0,0.42,132,0.84,Unknown,83.0,8.6,High,2.4,Adult,266.1,0.58,0.8614,1
T2-052765,David Johnson,18.4,Female,Canada,Married,Healthcare,1,440369,1321.61,C,Southampton,Family Visit,8,2,1,4,0,0.16,90,0.7,Mobility Impaired,47.1,32.0,High,3.78,Adult,330.4,0.84,0.5866,0
T2-052766,Mary Martinez,23.2,Male,USA,Married,Laborer,3,531167,195.16,Unknown,Southampton,Relocation,5,0,0,1,1,0.2,422,0.47,Unknown,82.4,20.1,Low,0.5,Adult,195.16,0.57,0.1195,0
T2-052767,Yuki Sato,35.1,Male,UK,Married,Tourism,3,464697,130.72,F,Queenstown,Relocation,9,0,0,1,1,0.14,995,0.39,Unknown,83.6,8.0,Low,0.23,Middle_Aged,130.72,0.64,0.0715,0
T2-052768,John Lopez,51.2,Male,USA,Married,Military,3,240697,157.67,G,Southampton,Business,4,0,0,1,1,0.65,140,0.29,Unknown,74.8,19.9,Low,0.13,Middle_Aged,157.67,0.72,0.0812,0
T2-052769,Richard Silva,50.5,Male,USA,Married,Unknown,2,933265,440.0,Unknown,Southampton,Leisure,6,1,0,2,0,0.84,62,0.44,Unknown,68.9,23.6,Low,0.88,Middle_Aged,220.0,0.75,0.0267,0
T2-052770,Michael Lopez,9.6,Male,UK,Single,Student,3,364955,150.7,G,Cherbourg,Leisure,5,1,2,4,0,0.0,885,0.14,Unknown,100.0,25.4,High,0.31,Child,37.67,1.29,0.4691,0
T2-052771,Mary Rodriguez,22.8,Female,Germany,Single,Business,3,871715,215.66,E,Queenstown,Leisure,9,1,0,2,0,0.07,533,0.4,Mobility Impaired,47.6,18.8,High,0.36,Adult,107.83,0.78,0.5193,1
T2-052772,Mary Jones,34.0,Male,USA,Single,Engineering,3,514594,150.9,G,Southampton,Leisure,3,1,0,2,0,0.46,976,0.3,Unknown,83.4,20.6,Low,-0.05,Adult,75.45,0.86,0.2195,0
T2-052773,John Kim,40.9,Female,Australia,Married,Student,1,659207,921.34,C,Cherbourg,Business,5,1,0,2,0,0.03,384,0.79,Unknown,83.9,67.0,High,2.54,Middle_Aged,460.67,0.47,0.5955,0
T2-052774,Richard Miller,38.8,Female,France,Single,Education,3,922639,156.62,G,Southampton,Relocation,12,1,0,2,0,0.81,812,0.21,Unknown,78.7,15.8,High,-0.12,Middle_Aged,78.31,0.93,0.2245,0
T2-052775,Barbara Smith,12.6,Female,USA,Single,Student,3,438455,162.66,E,Southampton,Business,13,0,0,1,1,0.82,160,0.53,Unknown,91.7,10.5,High,0.18,Teen,162.66,0.53,0.4205,0
T2-052776,James Ivanov,44.3,Female,China,Single,Laborer,3,522444,113.56,F,Southampton,Relocation,11,0,0,1,1,0.41,875,0.35,Mild Chronic,66.6,7.1,High,-0.19,Middle_Aged,113.56,0.67,0.5355,0
T2-052777,Aarav Davis,60.0,Female,Germany,Single,Tourism,3,505001,165.05,F,Southampton,Business,10,2,1,4,0,0.27,238,0.19,Unknown,68.9,19.2,High,0.23,Middle_Aged,41.26,1.25,0.1482,0
T2-052778,Robert Williams,32.4,Female,China,Single,Military,1,805184,1057.57,C,Southampton,Family Visit,11,1,0,2,0,0.07,420,0.84,Mild Chronic,75.1,19.7,High,3.1,Adult,528.78,0.43,0.5269,0
T2-052779,Sofia Silva,20.2,Male,Germany,Single,Engineering,1,887055,913.0,B,Southampton,Leisure,3,2,1,4,0,0.65,167,0.84,Unknown,87.0,30.7,Medium,2.63,Adult,228.25,0.73,0.4205,1
T2-052780,Elizabeth Silva,18.5,Male,USA,Married,Military,3,969029,129.89,F,Southampton,Business,13,1,0,2,0,0.11,745,0.27,Unknown,89.7,15.3,Low,-0.1,Adult,64.94,0.88,0.1762,0
T2-052781,Jennifer Ivanov,29.4,Female,China,Married,Unknown,3,595591,99.04,G,Southampton,Leisure,10,1,1,3,0,0.35,990,0.24,Unknown,82.4,11.4,High,0.03,Adult,33.01,1.06,0.412,0
T2-052782,Aarav Rodriguez,24.7,Female,USA,Divorced,Engineering,3,339428,86.34,G,New York,Business,4,0,2,3,0,0.62,20,0.09,Unknown,88.7,3.1,High,-0.08,Adult,28.78,1.18,0.5316,0
T2-052783,Joseph Rodriguez,32.8,Female,Canada,Divorced,Military,2,514305,442.04,E,Southampton,Family Visit,7,0,0,1,1,0.52,504,0.66,Unknown,88.2,11.2,High,1.37,Adult,442.04,0.42,0.6335,0
T2-052784,Susan Davis,29.6,Male,UK,Married,Education,3,365118,218.34,E,Cherbourg,Leisure,4,1,1,3,0,0.95,625,0.5,Unknown,82.5,10.2,Low,0.32,Adult,72.78,0.85,0.3495,0
T2-052785,Elena Lopez,52.0,Female,Australia,Divorced,Business,2,385798,361.0,C,Southampton,Business,11,1,0,2,0,0.77,619,0.8,Unknown,66.9,13.8,High,0.52,Middle_Aged,180.5,0.46,0.2601,0
T2-052786,Jessica Garcia,9.1,Female,UK,Single,Student,3,530863,230.34,G,New York,Leisure,9,1,0,2,0,0.22,194,0.45,Unknown,93.4,7.7,High,0.5,Child,115.17,0.74,0.5128,1
T2-052787,Patricia Williams,45.5,Male,Canada,Single,Engineering,1,640438,852.15,Unknown,Southampton,Leisure,9,0,0,1,1,0.6,676,0.64,Unknown,77.5,17.9,Medium,2.51,Middle_Aged,852.15,0.44,0.1138,0
T2-052788,Sofia Garcia,14.4,Male,Brazil,Single,Student,1,549695,1045.12,Unknown,Cherbourg,Business,8,0,1,2,0,0.07,620,0.85,Asthma,75.7,31.1,Medium,3.01,Teen,522.56,0.42,0.0503,0
T2-052789,Yuki Ivanov,28.7,Male,Germany,Married,Student,3,439269,89.62,F,Southampton,Leisure,10,0,0,1,1,0.47,672,0.12,Mild Chronic,76.1,8.2,Low,-0.37,Adult,89.62,0.85,0.0556,0
T2-052790,Linda Brown,53.8,Male,India,Single,Military,2,512297,593.07,C,Queenstown,Business,3,0,0,1,1,0.32,347,0.62,Unknown,78.8,32.9,Low,1.15,Middle_Aged,593.07,0.45,0.1072,0
T2-052791,James Silva,39.1,Male,India,Married,Education,1,881961,1618.52,D,Southampton,Leisure,11,2,0,3,0,0.43,343,0.84,Unknown,74.3,21.1,Medium,4.82,Middle_Aged,539.51,0.58,0.3821,0
T2-052792,Mateo Miller,24.4,Male,China,Divorced,Laborer,3,202953,120.74,G,Southampton,Family Visit,10,2,0,3,0,0.13,350,0.09,Unknown,89.0,57.9,Low,0.56,Adult,40.25,1.18,0.0442,0
T2-052793,Fatima Johnson,34.0,Female,USA,Divorced,Student,2,187310,357.01,D,Southampton,Relocation,4,0,0,1,1,0.14,324,0.53,Unknown,88.0,30.7,High,0.9,Adult,357.01,0.53,0.7612,0
T2-052794,Fatima Chen,26.4,Female,UK,Single,Healthcare,2,865612,376.4,C,New York,Business,5,0,0,1,1,0.22,766,0.77,Unknown,84.0,15.0,High,0.81,Adult,376.4,0.33,0.6101,1
T2-052795,Richard Johnson,9.7,Female,UK,Single,Student,3,463571,106.31,G,Southampton,Relocation,13,2,1,4,0,0.35,214,0.15,Unknown,94.3,20.0,High,-0.07,Child,26.58,1.28,0.377,1
T2-052796,William Hernandez,8.9,Male,UK,Single,Student,3,479862,128.67,F,Southampton,Leisure,5,2,1,4,0,0.16,173,0.41,Unknown,96.5,14.5,High,0.13,Child,32.17,1.07,0.3434,1
T2-052797,James Wilson,18.6,Male,France,Married,Unknown,3,216542,119.54,G,Southampton,Business,10,0,1,2,0,0.5,578,0.07,Unknown,91.7,37.1,Low,0.19,Adult,59.77,1.04,0.0836,0
T2-052798,Joseph Silva,41.1,Female,France,Married,Laborer,2,876795,470.0,C,Southampton,Leisure,12,0,1,2,0,0.02,473,0.66,Mild Chronic,74.2,17.5,High,1.31,Middle_Aged,235.0,0.57,0.7022,0
T2-052799,Joseph Anderson,42.8,Male,USA,Married,Tourism,1,671684,1703.16,B,Southampton,Leisure,3,0,0,1,1,0.78,971,0.75,Unknown,82.4,12.7,Medium,5.09,Middle_Aged,1703.16,0.35,0.1667,0
T2-052800,Susan Williams,30.6,Male,USA,Married,Unknown,1,309490,1217.54,D,Cherbourg,Relocation,12,0,0,1,1,0.28,245,0.6,Unknown,88.8,74.8,Medium,3.54,Adult,1217.54,0.47,0.0246,0
T2-052801,Robert Lopez,30.2,Female,Brazil,Single,Military,1,310346,624.65,A,Southampton,Leisure,7,0,0,1,1,0.45,962,1.0,Unknown,85.8,85.2,High,1.89,Adult,624.65,0.15,0.5212,1
T2-052802,Wei Kim,68.5,Female,UK,Married,Healthcare,3,693812,152.77,G,Cherbourg,Leisure,9,1,0,2,0,0.27,863,0.04,Unknown,73.5,54.6,High,-0.36,Senior,76.39,1.07,0.0347,0
T2-052803,Jennifer Davis,78.4,Female,USA,Married,Tech,2,682714,371.85,E,Queenstown,Family Visit,12,2,2,5,0,0.04,315,0.26,Unknown,63.2,8.4,High,0.75,Senior,74.37,1.34,0.2093,0
T2-052804,William Patel,21.5,Male,Japan,Single,Engineering,1,327044,1026.44,D,Southampton,Leisure,5,0,2,3,0,0.54,628,0.66,Unknown,85.4,16.9,Medium,3.3,Adult,342.15,0.72,0.126,0
T2-052805,Mateo Patel,20.6,Female,France,Married,Laborer,1,590686,566.58,B,Southampton,Family Visit,8,0,0,1,1,0.26,689,0.94,Unknown,94.9,10.2,High,1.81,Adult,566.58,0.2,0.8987,1
T2-052806,Sofia Jones,23.5,Male,USA,Single,Military,1,671967,1843.44,B,Southampton,Leisure,8,0,0,1,1,0.72,670,0.74,Mild Chronic,79.9,32.5,Medium,5.85,Adult,1843.44,0.36,0.1881,0
T2-052807,Lars O'Connor,53.0,Female,China,Divorced,Tourism,3,828251,103.77,Unknown,Southampton,Relocation,9,1,0,2,0,0.03,153,0.1,Unknown,78.0,15.3,High,0.12,Middle_Aged,51.88,1.02,0.3919,1
T2-052808,Yuki Martinez,18.0,Male,UK,Married,Laborer,3,864606,125.32,G,Southampton,Business,12,0,0,1,1,0.2,308,0.06,Unknown,94.1,13.6,Low,0.12,Teen,125.32,0.9,0.2195,1
T2-052809,Wei Silva,85.0,Male,USA,Divorced,Engineering,3,683175,199.95,F,New York,Relocation,4,0,0,1,1,0.28,383,0.09,Mild Chronic,49.5,13.1,Low,0.32,Senior,199.95,0.88,0.0547,1
T2-052810,Michael O'Connor,12.9,Female,India,Single,Student,3,228488,158.88,E,Southampton,Leisure,8,0,0,1,1,0.71,473,0.62,Unknown,95.3,37.4,High,-0.03,Teen,158.88,0.45,0.1112,0
T2-052811,Linda Patel,32.6,Male,Germany,Married,Tourism,3,818419,69.3,F,New York,Business,9,0,1,2,0,0.89,242,0.39,Mild Chronic,70.9,15.1,Low,-0.29,Adult,34.65,0.79,0.2039,1
T2-052812,Joseph Jones,53.8,Male,China,Married,Military,3,853325,162.78,F,Queenstown,Business,10,3,0,4,0,0.3,461,0.32,Unknown,77.4,10.0,Low,0.05,Middle_Aged,40.7,1.14,0.0911,0
T2-052813,Jennifer Ivanov,51.0,Non-Binary,China,Single,Tech,3,435498,185.97,F,Southampton,Business,12,1,0,2,0,0.65,512,0.44,Unknown,82.1,56.6,Low,0.22,Middle_Aged,92.98,0.75,0.1636,1
T2-052814,James Miller,59.7,Male,China,Married,Business,3,379403,114.79,E,Queenstown,Relocation,6,1,0,2,0,0.05,782,0.4,Unknown,72.3,36.5,Low,0.23,Middle_Aged,57.4,0.78,0.0299,0
T2-052815,William Williams,28.2,Male,UK,Married,Engineering,1,877110,1300.35,C,Southampton,Business,9,1,0,2,0,0.48,642,0.8,Unknown,88.8,28.6,Medium,4.06,Adult,650.17,0.46,0.2079,0
T2-052816,Michael Wilson,43.7,Male,France,Married,Tech,2,550631,482.15,C,Southampton,Family Visit,12,0,1,2,0,0.46,201,0.78,Unknown,78.3,55.6,Low,1.08,Middle_Aged,241.08,0.48,0.1058,0
T2-052817,Fatima Müller,13.7,Female,UK,Single,Student,2,895494,334.56,D,Southampton,Leisure,4,0,0,1,1,0.17,333,0.41,Mild Chronic,89.3,6.9,High,0.73,Teen,334.56,0.62,0.5455,0
T2-052818,Mateo Davis,61.5,Female,Germany,Single,Laborer,1,336514,1564.71,C,Southampton,Leisure,9,2,2,5,0,0.57,999,0.7,Unknown,66.9,22.0,High,4.72,Senior,312.94,0.99,0.7805,1
T2-052819,Sofia Kim,19.1,Female,UK,Married,Unknown,3,312751,148.53,Unknown,Queenstown,Relocation,7,2,3,6,0,0.62,80,0.31,Mild Chronic,78.9,31.9,High,0.03,Adult,24.76,1.45,0.3694,1
T2-052820,Patricia Martinez,18.3,Male,USA,Married,Unknown,3,782783,112.45,Unknown,Southampton,Leisure,10,0,0,1,1,0.83,313,0.56,Unknown,91.1,9.4,Low,-0.1,Adult,112.45,0.5,0.4142,1
T2-052821,James Garcia,15.1,Female,USA,Single,Student,1,290434,1994.05,A,New York,Leisure,3,0,1,2,0,0.21,752,0.65,Unknown,84.9,25.1,High,6.0,Teen,997.02,0.58,0.8254,1
T2-052822,William Sato,23.4,Male,USA,Single,Laborer,3,536061,90.61,F,Cherbourg,Business,12,0,0,1,1,0.24,397,0.35,Unknown,92.0,4.1,Low,0.25,Adult,90.61,0.67,0.35,0
T2-052823,Mary Johnson,41.4,Male,China,Single,Student,3,137253,165.03,F,Cherbourg,Leisure,8,0,0,1,1,0.32,155,0.14,Unknown,82.0,22.2,Low,0.15,Middle_Aged,165.03,0.84,0.2854,1
T2-052824,Jessica Gonzalez,24.6,Female,UK,Single,Military,3,122132,170.85,F,Southampton,Leisure,13,0,0,1,1,0.06,307,0.34,Unknown,95.2,35.0,High,0.22,Adult,170.85,0.68,0.1378,0
T2-052825,Mary Kim,35.4,Male,Germany,Married,Military,3,922662,127.54,E,Southampton,Leisure,9,0,0,1,1,0.45,622,0.33,Unknown,83.6,69.8,Low,0.17,Middle_Aged,127.54,0.69,0.0315,1
T2-052826,John Hernandez,20.4,Male,USA,Married,Business,2,898631,449.22,Unknown,Cherbourg,Relocation,7,2,1,4,0,0.75,527,0.54,Unknown,88.8,20.1,Low,0.62,Adult,112.3,0.97,0.1605,0
T2-052827,Susan Patel,41.8,Female,UK,Married,Unknown,3,438100,160.12,Unknown,Cherbourg,Leisure,9,0,2,3,0,0.14,693,0.07,Unknown,78.7,20.1,High,0.28,Middle_Aged,53.37,1.19,0.182,0
T2-052828,Richard Johnson,32.0,Male,France,Married,Tech,3,518291,92.91,Unknown,Southampton,Leisure,13,1,0,2,0,0.88,647,0.23,Unknown,83.6,20.1,Low,-0.2,Adult,46.46,0.92,0.0405,0
T2-052829,Wei Chen,19.9,Male,UK,Single,Tourism,2,646784,389.02,C,Southampton,Leisure,9,0,0,1,1,0.49,264,0.79,Unknown,81.1,21.5,Low,0.85,Adult,389.02,0.32,0.2998,0
T2-052830,Elizabeth Johnson,58.8,Male,USA,Married,Laborer,2,886067,513.81,Unknown,Cherbourg,Leisure,9,2,0,3,0,0.04,175,0.72,Unknown,77.9,37.4,Low,0.6,Middle_Aged,171.27,0.67,0.2751,0
T2-052831,John Ivanov,24.4,Female,UK,Married,Military,3,106201,113.79,G,New York,Leisure,13,0,1,2,0,0.94,584,0.14,Unknown,87.8,19.2,High,0.05,Adult,56.9,0.99,0.1852,1
T2-052832,Patricia Chen,10.3,Male,China,Single,Student,3,664876,186.44,F,Queenstown,Leisure,9,1,0,2,0,0.0,155,0.34,Unknown,98.0,21.1,High,0.21,Child,93.22,0.83,0.065,0
T2-052833,Robert Johnson,14.2,Female,UK,Single,Student,2,453276,434.12,D,Southampton,Relocation,5,0,0,1,1,0.47,144,0.67,Unknown,85.6,8.0,High,1.0,Teen,434.12,0.41,0.3787,0
T2-052834,David Williams,17.3,Male,Germany,Single,Student,2,358668,622.0,C,New York,Leisure,12,1,0,2,0,0.03,33,0.81,Unknown,93.2,39.0,Low,1.38,Teen,311.0,0.45,0.2666,0
T2-052835,Jennifer Silva,58.6,Male,USA,Married,Student,2,972506,770.46,D,Southampton,Relocation,11,0,0,1,1,0.39,380,0.57,Asthma,56.4,12.3,Low,1.54,Middle_Aged,770.46,0.49,0.1099,0
T2-052836,James Williams,36.3,Male,Canada,Single,Tourism,3,397664,169.42,G,Southampton,Family Visit,8,1,0,2,0,0.02,260,0.22,Asthma,75.6,24.7,Low,-0.23,Middle_Aged,84.71,0.92,0.0196,0
T2-052837,Sofia Patel,69.6,Female,USA,Single,Tech,3,249612,88.62,F,Southampton,Leisure,9,1,2,4,0,0.32,615,0.15,Unknown,65.3,9.8,High,0.16,Senior,22.16,1.28,0.25,0
T2-052838,Michael Müller,37.5,Female,Australia,Divorced,Student,3,538535,200.69,E,Southampton,Family Visit,12,2,0,3,0,0.26,36,0.51,Asthma,68.7,29.3,High,-0.09,Middle_Aged,66.9,0.84,0.2684,0
T2-052839,Lars Rodriguez,27.2,Female,China,Widowed,Healthcare,3,928010,180.8,E,Southampton,Business,5,0,1,2,0,0.55,948,0.38,Unknown,78.1,8.3,High,0.28,Adult,90.4,0.8,0.2197,0
T2-052840,Elizabeth Ivanov,27.8,Male,Japan,Married,Business,2,309269,312.99,D,New York,Leisure,3,0,1,2,0,0.82,542,0.61,Unknown,84.0,9.5,Low,0.85,Adult,156.5,0.61,0.3527,0
T2-052841,Barbara Williams,48.0,Female,UK,Married,Healthcare,3,273215,211.24,F,Southampton,Relocation,13,0,1,2,0,0.2,657,0.21,Unknown,84.7,19.2,High,0.27,Middle_Aged,105.62,0.93,0.207,0
T2-052842,Barbara Gonzalez,38.4,Female,Germany,Single,Education,1,793159,1533.62,Unknown,Queenstown,Relocation,6,0,1,2,0,0.28,946,0.54,Unknown,77.5,58.7,High,4.68,Middle_Aged,766.81,0.67,0.2468,0
T2-052843,James Johnson,36.6,Male,USA,Married,Education,3,518801,171.16,F,Queenstown,Leisure,8,2,0,3,0,0.21,307,0.31,Mobility Impaired,36.3,11.0,Low,0.44,Middle_Aged,57.05,1.0,0.0542,1
T2-052844,William Lopez,77.3,Female,UK,Married,Tech,3,721248,152.77,E,Southampton,Business,4,3,0,4,0,0.32,859,0.39,Unknown,58.5,6.4,High,0.17,Senior,38.19,1.09,0.2541,0
T2-052845,Wei Anderson,16.8,Female,India,Single,Student,3,590570,155.47,E,Cherbourg,Leisure,9,1,1,3,0,0.61,641,0.4,Unknown,86.7,11.5,High,0.13,Teen,51.82,0.93,0.3845,0
T2-052846,Lars Lopez,61.6,Female,France,Married,Education,2,784918,559.89,D,Southampton,Leisure,9,0,1,2,0,0.76,110,0.65,Asthma,54.9,20.8,High,1.28,Senior,279.94,0.58,0.3249,0
T2-052847,Barbara Rodriguez,23.7,Female,India,Married,Tourism,3,242099,59.85,E,Southampton,Relocation,10,0,0,1,1,0.06,719,0.47,Mild Chronic,81.6,9.0,High,0.03,Adult,59.85,0.57,0.3847,0
T2-052848,Mary Lopez,51.4,Male,France,Married,Business,3,308773,81.68,E,Southampton,Business,13,1,0,2,0,0.11,739,0.44,Mild Chronic,69.7,8.7,Low,0.04,Middle_Aged,40.84,0.75,0.1769,0
T2-052849,William Ivanov,59.4,Female,France,Married,Unknown,3,582501,184.78,G,Cherbourg,Leisure,8,1,2,4,0,0.46,753,0.2,Unknown,71.0,9.3,High,0.34,Middle_Aged,46.2,1.24,0.27,1
T2-052850,Barbara Kim,39.6,Male,Japan,Divorced,Military,3,736116,106.48,Unknown,Queenstown,Leisure,9,0,0,1,1,0.19,767,0.32,Unknown,81.8,16.0,Low,-0.04,Middle_Aged,106.48,0.69,0.083,0
T2-052851,Patricia Rodriguez,24.1,Male,India,Married,Student,3,240885,162.15,F,Cherbourg,Leisure,3,2,1,4,0,0.32,192,0.44,Unknown,87.1,40.5,Low,0.28,Adult,40.54,1.05,0.1941,1
T2-052852,Fatima Wilson,19.2,Male,UK,Married,Student,3,914572,163.14,E,Cherbourg,Family Visit,10,0,0,1,1,0.26,210,0.53,Mild Chronic,88.0,87.4,Low,0.42,Adult,163.14,0.53,0.0076,0
T2-052853,Barbara Garcia,15.3,Male,Germany,Single,Student,3,242192,160.74,Unknown,Queenstown,Business,3,0,0,1,1,0.54,651,0.17,Unknown,95.9,20.1,Low,0.58,Teen,160.74,0.81,0.2089,0
T2-052854,Aarav Chen,68.0,Male,Canada,Married,Laborer,1,887528,1646.93,C,Queenstown,Leisure,6,0,0,1,1,0.19,57,0.74,Asthma,53.5,4.2,Medium,5.17,Senior,1646.93,0.36,0.3473,1
T2-052855,John Johnson,54.3,Female,UK,Married,Military,1,462256,1056.3,C,Southampton,Leisure,4,0,0,1,1,0.6,826,0.53,Unknown,69.2,4.1,High,3.31,Middle_Aged,1056.3,0.53,0.4175,1
T2-052856,Fatima Lopez,55.6,Female,USA,Married,Military,3,625922,217.79,F,Southampton,Business,10,0,0,1,1,0.19,459,0.38,Unknown,72.0,19.9,High,0.1,Middle_Aged,217.79,0.65,0.307,1
T2-052857,James Ali,34.9,Female,Canada,Married,Tourism,3,630533,274.18,G,Cherbourg,Leisure,9,2,1,4,0,0.58,31,0.25,Unknown,79.1,2.4,High,0.14,Adult,68.54,1.2,0.5741,0
T2-052858,Lars Anderson,43.8,Female,Germany,Married,Unknown,3,218044,237.82,Unknown,Southampton,Relocation,11,0,0,1,1,0.53,158,0.13,Cardiovascular,46.1,20.1,High,-0.01,Middle_Aged,237.82,0.85,0.1615,0
T2-052859,Aarav Hernandez,49.5,Female,Australia,Married,Military,2,839590,459.76,D,Cherbourg,Leisure,4,0,0,1,1,0.31,325,0.63,Unknown,70.6,33.2,High,0.91,Middle_Aged,459.76,0.45,0.1409,0
T2-052860,Elena Chen,85.0,Female,Germany,Married,Tourism,2,624855,352.98,E,Cherbourg,Business,5,0,0,1,1,0.08,30,0.69,Mild Chronic,48.9,17.5,High,0.66,Senior,352.98,0.4,0.1732,0
T2-052861,Yuki Martinez,15.4,Female,UK,Single,Student,2,110433,402.38,C,Southampton,Leisure,7,0,0,1,1,0.18,834,0.67,Asthma,75.8,15.3,High,0.87,Teen,402.38,0.41,0.5021,0
T2-052862,Lars Anderson,14.7,Female,Germany,Single,Student,2,582307,327.56,D,Southampton,Relocation,4,1,1,3,0,0.22,626,0.63,Unknown,96.5,21.2,High,0.85,Teen,109.19,0.75,0.4376,0
T2-052863,Linda Kim,4.3,Female,Australia,Single,Student,3,436406,157.88,E,Southampton,Leisure,4,2,1,4,0,0.03,893,0.54,Mild Chronic,97.2,10.4,High,-0.07,Child,39.47,0.97,0.6088,0
T2-052864,Sofia Miller,51.0,Female,France,Single,Healthcare,3,524806,107.33,G,Southampton,Relocation,11,0,0,1,1,0.38,990,0.28,Mild Chronic,64.8,9.4,High,0.26,Middle_Aged,107.33,0.73,0.3389,0
T2-052865,Fatima Gonzalez,27.9,Female,UK,Divorced,Tourism,1,417405,182.79,Unknown,Cherbourg,Business,9,2,1,4,0,0.36,158,0.84,Unknown,85.6,20.1,High,0.91,Adult,45.7,0.73,0.52,1
T2-052866,Patricia Garcia,52.8,Male,UK,Single,Laborer,1,589483,631.53,A,New York,Relocation,8,1,0,2,0,0.26,329,1.0,Unknown,78.5,3.9,Medium,1.75,Middle_Aged,315.76,0.3,0.7539,1
T2-052867,Lars Miller,26.8,Female,USA,Single,Healthcare,3,719743,189.86,F,Cherbourg,Leisure,10,0,1,2,0,0.02,520,0.3,Unknown,87.6,43.3,High,0.02,Adult,94.93,0.86,0.2782,0
